"CO_NCM";"CO_SH6";"NO_NCM_POR";"NO_NCM_ING"
"48236900";"482369";"Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de papel ou cartão";"Other trays, dishes, plates, cups, etc.of paper/kraft"
"48237000";"482370";"Artigos moldados ou prensados, de pasta de papel";"Moulded or pressed articles of paper pulp"
"48239010";"482390";"Cartões perfurados para mecanismos Jacquard";"Perforated cards for jacquard machines"
"48239020";"482390";"Papel e cartão, de rigidez dielétrica superior ou igual a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2";"Paper/paperb., of a dieletric strength>=600v, w<=60g/m2"
"48239090";"482390";"Outros papéis/cartões/pastas/etc, cortados, e suas obras";"Other paper, paperboard/pulp/etc.cut and their works"
"48239091";"482390";"Outros papéis, etc, de celulose, rolos 15 cm < largura <= 36 cm";"Oth.paper, etc.of cellulose, rolls 15<w<=36cm"
"48239099";"482390";"Outros papéis, cartões de celulose e outras obras de papel";"Oth.paper, paperb.of cellulose and oth.articles of paper"
"59112010";"591120";"Gazes e telas para peneirar, mesmo confeccionadas, de matéria têxtil sintética ou artificial, em peça";"Gauzes and screens to drizzle, synt/artif.text.mat.piec"
"87112090";"871120";"Outros ciclos com motor a pistão alternativo, 50 cm3 < cilindrada <= 250 cm3";"Oth.cycles with recip.int.comb.pist.eng.50<cyl<=250cm3"
"87113000";"871130";"Motocicletas, etc, com motor a pistão alternativo, 250 < cilindrada <= 500 cm3";"Motorcyc.etc.with recip.int.comb.pist.eng.250<c<=500cm3"
"87114000";"871140";"Motocicletas, etc, com motor a pistão alternativo, 500 < cilindrada <= 800 cm3";"Motorcyc.etc.with recip.int.comb.pist.eng.500<c<=800cm3"
"87115000";"871150";"Motocicletas, etc, com motor a pistão alternativo, cilindrada > 800 cm3";"Motorcycles,etc.with recip.int.comb.pist.eng.cyl>800cm3"
"87119000";"871190";"Outras motocicletas/ciclos, com motor auxiliar, carros laterais";"Oth.motorcyc./cycles with auxil.motor of lateral cars"
"87120010";"871200";"Bicicletas sem motor";"Bikes without engine"
"87120090";"871200";"Outros ciclos sem motor, inclusive triciclos";"Other cycles without engine, including tricycles"
"87131000";"871310";"Cadeiras de rodas, etc, sem mecanismo de propulsão";"Carriages for disabled,etc.n/mechanically propelled"
"87139000";"871390";"Outras cadeiras de rodas e outras veículos para inválidos";"Other carriages for disabled and other vehicles"
"87141000";"871410";"Partes e acessórios de motocicletas (inclusive ciclomotores)";"Parts and accessories of motorcycles (including mopeds)"
"87141100";"871411";"Selins para motocicletas, inclusive ciclomotores";"Saddles for motor-cycles (including mopeds)"
"87141900";"871419";"Outras partes e acessórios para motocicletas, inclusive ciclomotores";"Other parts and access.f/motor-cycles incl.mopeds"
"87142000";"871420";"Partes e acessórios para cadeiras de rodas/outros veículos para inválidos";"Parts and access.of carriag.f/disabled/oth.vehic.inval."
"85334019";"853340";"Outras resistências elétricas variáveis, não lineares semicondutoras";"Oth.electric.resistors, variable, n/lineal semiconductors"
"85334091";"853340";"Potenciômetro de carvão, do tipo dos utilizados para determinar o ângulo de abertura da borboleta, em sistemas de injeção de combustível controlados eletronicamente";"Potentiom.of coal, used in system of fuel injection"
"85334092";"853340";"Outros potenciômetros de carvão";"Other potentiometers of coal"
"85334099";"853340";"Outras resistências elétricas variaveis";"Other electrical resistors, variable"
"85339000";"853390";"Partes de resistências elétricas";"Parts of electrical resistors"
"85340000";"853400";"Circuito impresso";"Printed circuits"
"85340011";"853400";"Circuitos impressos, simples face, rígidos, com isolante de resina fenólica e papel celulósico";"Ci simples face rig.c/isolante res.fenol./papel celulos"
"85340012";"853400";"Circuitos impressos, simples face, rígidos, com isolante de resina epóxida e papel celulósico";"Ci simples face rig.c/isolante res.epoxi./papel celulos"
"85340013";"853400";"Circuitos impressos, simples face, rígidos, com isolante de resina epóxida e tecido de fibra de vidro";"Ci simples face rig.c/isolante res.expox./tec.fib.vidro"
"85340019";"853400";"Outros circuitos impressos, simples face, rígidos";"Other integrated circuits single face, hard"
"85340020";"853400";"Circuitos impressos, simples face, flexíveis";"Integrated circuit single-sided, flexible"
"85340031";"853400";"Circuitos impressos, dupla face, rígidos, com isolante de resina fenólica e papel celulósico";"Ci dupla face rig.c/isolante res.fenol./papel celulos"
"85340032";"853400";"Circuitos impressos, dupla face, rígidos, com isolante de resina epóxida e papel celulósico";"Ci dupla face rig.c/isolante res.epoxi./papel celulos"
"85340033";"853400";"Circuitos impressos, dupla face, rígidos, com isolante de resina epóxida e tecido de fibra de vidro";"Ci dupla face rig.c/isolante res.epoxi./tec.fib.vidro"
"85340039";"853400";"Outros circuitos impressos, dupla face, rígidos";"Other integrated circuits of double-sided, rigid"
"85340040";"853400";"Circuitos impressos, dupla face, flexíveis";"Integrated circuit double face, flexible"
"85340051";"853400";"Circuitos impressos multicamadas, com isolante de resina epóxida e tecido de fibra de vidro";"Ci multicamada c/ isolante res.epoxida/tec fibra vidro"
"85446000";"854460";"Outros condutores elétricos para tensão > 1000 v";"Other electric conductors f/tension>1000v"
"85447010";"854470";"Cabos de fibras ópticas revestimento externo de material dielétrico";"Optical fibre cables ext.coated dielectric material"
"85447020";"854470";"Cabos de fibras ópticas revestimento externo de aço para instalação submarina";"Optical fibre cables ext.coated steel f/submarine"
"85447030";"854470";"Cabos de fibras ópticas revestimento externo de alumínio";"Optical fibre cables externally coated with aluminium"
"85447090";"854470";"Outros cabos de fibras ópticas";"Other optical fibre cables"
"85451100";"854511";"Eletrodos de carvão, dos tipos utilizados em fornos";"Carbon electrodes of a kind used for furnaces"
"85451910";"854519";"Eletrodos de grafita, com teor de carbono superior ou igual a 99,9 %, em peso";"Graphite electrodes,contain.carbon>=99.9%f/electr.use"
"85371011";"853710";"Comando numérico computadorizado (CNC),com processador e barramento >= 32 bits,incorporando recursos gráficos e execução de macros,resolução <= 1 micrômetro e capacidade de conexão digital para servo-acionamento, com monitor policromático,tensão < 1.000 V";"Support with apparatus of cnc,t<=1kv,c/proc/bus>=32bits"
"85371019";"853710";"Outros quadros, painéis, etc, comando numérico computadorizado (CNC), para uma tensão não superior a 1.000 V";"Oth.boards,panels,etc.with appar.com.num.comp.t<=1kv"
"85371020";"853710";"Controladores programáveis, para uma tensão não superior a 1.000 V";"Boards with programmable control apparatus,t<=1kv"
"85371030";"853710";"Controladores de demanda de energia elétrica, para uma tensão não superior a 1.000 V";"Boards with control of elect.power demand appar.t<=1kv"
"85371090";"853710";"Outros quadros, etc, com aparelhos interruptores circuito elétrico, para uma tensão não superior a 1.000 V";"Oth.boards,etc.with elect.circuit switches appar.t<=1kv"
"87149100";"871491";"Quadros, garfos e suas partes, para bicicletas e outros ciclos";"Frames,forks and parts thereof f/bicycles and oth.cycl."
"87149200";"871492";"Aros e raios para bicicletas e outros ciclos";"Wheel rims and spokes f/bicycles and other cycles"
"87149300";"871493";"Outros cubos e pinhões de rodas livres para bicicletas, etc";"Oth.hubs and sprocket-wheels f/bicycles,etc"
"87149310";"871493";"Cubos, exceto de freios (travões) para bicicletas e outros ciclos";"Hubs,exc.of brakes(coaster brak.)p/bicyc.and oth.cycles"
"85176214";"851762";"Concentradores de linhas de assinantes (terminais de central ou terminal remoto)";"Centralizing of lines of subscribers (centr/remot.term.)"
"85176219";"851762";"Outros concentradores";"Other centralizing appar/equip"
"49011000";"490110";"Livros, brochuras e impressos semelhantes, em folhas soltas, mesmo dobradas";"Books, brochures, similar printed papers, in single sheets"
"49019100";"490191";"Dicionários e enciclopédias, mesmo em fascículos";"Dictionaries and encyclopaedias, serial instalm.thereof"
"49019900";"490199";"Outros livros, brochuras e impressos semelhantes";"Oth.printed books, brochures and similar printed"
"49021000";"490210";"Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade, que se publiquem pelo menos quatro vezes por semana";"Newspapers, journals, printed, periodical>=4 times/week"
"52102910";"521029";"Tecidos de algodão que contenham menos de 85 %,em peso,de algodão,combinados, principal ou unicamente, com fibras sintéticas ou artificiais, peso < 200 g/m2, branqueados,em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"Fabrics of cotton, bleached, synthetic or artificial fibres, point twill, diag. <200g/m2"
"52102990";"521029";"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, branqueados";"Other fabrics of cotton, bleached, synthetic or artificial fibres, weight<200g/m2"
"52103100";"521031";"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, tintos, em ponto de tafetá";"Fabric of cotton<85%, dyed/fibr.synt/art.taf.w<=200g/m2"
"52103200";"521032";"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, peso < 200 g/m2, tintos, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"Fabric of cotton<85%, dyed/fib.synt/art.twill, w<=200g/m2"
"52103900";"521039";"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, tintos";"Ot.fabrics of cotton<85%, dyed/fibr.synt/art, w<=200g/m2"
"52104100";"521041";"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2, de fios de diversas cores, em ponto de tafetá";"Fabric of cotton<85%, color./fibr.syn/art.taf, w<=200g/m2"
"52104200";"521042";"Tecido de algodão < 85%, colorido, fibra sintética/artifical, sarjado, peso <= 200 g/m2";"Fabric of cotton<85%, col./fibr.syn/art.twill, w<=200g/m2"
"52104900";"521049";"Outros tecidos de algodão <85%, colorido, fibra sintética/artifical, peso <= 200 g/m2";"Ot.fabrics of cotton<85%, colour/fib.synt/art, w<=200g/m2"
"64041100";"640411";"Calçados para esportes, etc, de matérias têxteis, sola borracha/plástico";"Sports footwear, etc.of text.mat.soles of rubber/plastic"
"64041900";"640419";"Outros calçados de matéria têxtil, sola de borracha/plástico";"Oth.footwear of text.materials, soles of rubber/plastic"
"64042000";"640420";"Calçados de materia têxtil, com sola exterior de couro";"Footwear of text.materials, with outer soles of leather"
"64051010";"640510";"Calçados de couro reconstituído, sola exterior de borracha/plástico";"Footwear composition leather, soles of rubber/plastic"
"64051020";"640510";"Calçados de couro reconstituído, sola exterior de couro";"Footwear composit.leather, with outer soles of leather"
"70111090";"701110";"Outras ampolas, etc, de vidro, para iluminação elétrica";"Other glass envelopes, etc.for electric lighting"
"70112000";"701120";"Ampolas de vidro, etc, para tubos catódicos";"Glass envelopes, etc.for cathode-ray tubes"
"70119000";"701190";"Outras ampolas/invólucros, abertos, de vidro, suas partes";"Ot.glass env.(inc.bulbs/tubes), open, glass parts thereof"
"70120000";"701200";"Ampolas de vidro, para garrafas térmicas, etc, isolamento a vácuo";"Glass inners f/vacuum flask, etc.vacuum vessels"
"70131000";"701310";"Objetos de vitrocerâmica, para serviços de mesa, cozinha,  etc.";"Glassware of glass-ceramics, used f/table, kitchen, etc"
"70132100";"701321";"Recipientes para beber, de cristal de chumbo";"Drinking glasses, of lead crystal"
"61021000";"610210";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de lã ou de pelos finos";"Overcoats, etc.of wool/fine anim.hair mesh, feminine uses"
"61022000";"610220";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de algodão";"Overcoats, etc.of cotton mesh, feminine uses"
"61023000";"610230";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de fibras sintéticas ou artificiais";"Overcoats, etc.of fibre mesh synt/art.feminine uses"
"61029000";"610290";"Mantôs, capas, anoraques, casacos e semelhantes, de malha, de uso feminino, exceto os artefatos da posição 61.04, de outras matérias têxteis";"Overcoats, etc.of mesh of ot.text.material, feminine uses"
"61031010";"610310";"Ternos, de malha, de lã ou de pelos finos, uso masculino";"Mesh suits of wool or fine animal hair, masculine uses"
"61031020";"610310";"Ternos de malha de fibras sintéticas, uso masculino";"Mesh suits of synthetic fibres, masculine uses"
"52091200";"520912";"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"Fabric of cotton>=85%, raw, point twill, w<=200g/m2"
